epoch,epoch_loss,split,loss,acc,sample_fn
0,1.0922949,train,0.7044327,0.800206008583691,gumbel_soft
0,1.0922949,val,0.70688593,0.8,gumbel_soft
0,1.0922949,test,0.70069206,0.8001388888888888,gumbel_soft
1,0.55965066,train,0.43996516,0.8282918454935623,gumbel_soft
1,0.55965066,val,0.43836385,0.8285493827160494,gumbel_soft
1,0.55965066,test,0.4413185,0.8319444444444445,gumbel_soft
2,0.39103985,train,0.35318142,0.8396909871244636,gumbel_soft
2,0.39103985,val,0.35389265,0.8376543209876544,gumbel_soft
2,0.39103985,test,0.35431832,0.8397222222222223,gumbel_soft
3,0.34319934,train,0.33487633,0.8392789699570815,gumbel_soft
3,0.34319934,val,0.33566973,0.8375,gumbel_soft
3,0.34319934,test,0.34342542,0.8397222222222223,gumbel_soft
4,0.33355093,train,0.3302678,0.8395364806866953,gumbel_soft
4,0.33355093,val,0.3297344,0.840895061728395,gumbel_soft
4,0.33355093,test,0.33051208,0.83625,gumbel_soft
5,0.32912862,train,0.32836545,0.840412017167382,gumbel_soft
5,0.32912862,val,0.3291272,0.8384259259259259,gumbel_soft
5,0.32912862,test,0.32797363,0.8393055555555555,gumbel_soft
6,0.32937986,train,0.32689205,0.8404463519313304,gumbel_soft
6,0.32937986,val,0.32694408,0.8416666666666667,gumbel_soft
6,0.32937986,test,0.32890987,0.84,gumbel_soft
7,0.3267193,train,0.32626882,0.8406695278969957,gumbel_soft
7,0.3267193,val,0.32760385,0.836574074074074,gumbel_soft
7,0.3267193,test,0.32748786,0.8377777777777777,gumbel_soft
8,0.3259613,train,0.32546782,0.8413905579399141,gumbel_soft
8,0.3259613,val,0.32619718,0.836574074074074,gumbel_soft
8,0.3259613,test,0.3256415,0.8405555555555555,gumbel_soft
9,0.32725626,train,0.3253493,0.8419742489270386,gumbel_soft
9,0.32725626,val,0.32640216,0.8384259259259259,gumbel_soft
9,0.32725626,test,0.3260125,0.8401388888888889,gumbel_soft
10,0.32506314,train,0.3250662,0.840480686695279,gumbel_soft
10,0.32506314,val,0.32652718,0.8390432098765432,gumbel_soft
10,0.32506314,test,0.3244731,0.84375,gumbel_soft
11,0.32528868,train,0.32439634,0.8414420600858369,gumbel_soft
11,0.32528868,val,0.32514393,0.8390432098765432,gumbel_soft
11,0.32528868,test,0.32484934,0.8433333333333334,gumbel_soft
12,0.32465264,train,0.3242577,0.841030042918455,gumbel_soft
12,0.32465264,val,0.32491484,0.8393518518518519,gumbel_soft
12,0.32465264,test,0.32472467,0.8402777777777778,gumbel_soft
13,0.32377413,train,0.32260332,0.8452875536480686,gumbel_soft
13,0.32377413,val,0.3234596,0.8427469135802469,gumbel_soft
13,0.32377413,test,0.323106,0.8438888888888889,gumbel_soft
14,0.32221583,train,0.32081354,0.8503175965665236,gumbel_soft
14,0.32221583,val,0.32032204,0.8489197530864198,gumbel_soft
14,0.32221583,test,0.32075924,0.8494444444444444,gumbel_soft
15,0.31689733,train,0.31249383,0.8743519313304721,gumbel_soft
15,0.31689733,val,0.31385562,0.8719135802469136,gumbel_soft
15,0.31689733,test,0.31472343,0.86375,gumbel_soft
16,0.3068322,train,0.29386508,0.9074678111587983,gumbel_soft
16,0.3068322,val,0.29645276,0.9024691358024691,gumbel_soft
16,0.3068322,test,0.29079714,0.9106944444444445,gumbel_soft
17,0.27865607,train,0.25016767,0.9457167381974249,gumbel_soft
17,0.27865607,val,0.257767,0.9464506172839506,gumbel_soft
17,0.27865607,test,0.2511765,0.9458333333333333,gumbel_soft
18,0.22287858,train,0.18658373,0.9684635193133048,gumbel_soft
18,0.22287858,val,0.19744034,0.9643518518518519,gumbel_soft
18,0.22287858,test,0.18113524,0.9691666666666666,gumbel_soft
19,0.152839,train,0.11253746,0.984549356223176,gumbel_soft
19,0.152839,val,0.10947781,0.9850308641975308,gumbel_soft
19,0.152839,test,0.1117448,0.9840277777777777,gumbel_soft
20,0.086087905,train,0.062224995,0.9918283261802575,gumbel_soft
20,0.086087905,val,0.064597234,0.9907407407407407,gumbel_soft
20,0.086087905,test,0.060248964,0.9933333333333333,gumbel_soft
21,0.04772328,train,0.03536237,0.9949527896995708,gumbel_soft
21,0.04772328,val,0.036029056,0.9947530864197531,gumbel_soft
21,0.04772328,test,0.037196007,0.9955555555555555,gumbel_soft
22,0.027568983,train,0.020223966,0.997304721030043,gumbel_soft
22,0.027568983,val,0.019770496,0.9973765432098766,gumbel_soft
22,0.027568983,test,0.017321764,0.9981944444444445,gumbel_soft
23,0.016935052,train,0.013325249,0.9979570815450644,gumbel_soft
23,0.016935052,val,0.013431243,0.9978395061728395,gumbel_soft
23,0.016935052,test,0.013023759,0.9983333333333333,gumbel_soft
24,0.010243156,train,0.009531274,0.9983347639484978,gumbel_soft
24,0.010243156,val,0.009201659,0.9986111111111111,gumbel_soft
24,0.010243156,test,0.009381179,0.9984722222222222,gumbel_soft
25,0.008551336,train,0.00730481,0.9985064377682403,gumbel_soft
25,0.008551336,val,0.006098922,0.9993827160493827,gumbel_soft
25,0.008551336,test,0.0055291923,0.9991666666666666,gumbel_soft
26,0.0060944743,train,0.0043631694,0.9993476394849785,gumbel_soft
26,0.0060944743,val,0.005367491,0.9990740740740741,gumbel_soft
