epoch,epoch_loss,split,loss,acc,sample_fn
0,1.9829648,train,1.6383803,0.20883534136546184,gumbel_soft
0,1.9829648,val,1.6141795,0.12903225806451613,gumbel_soft
0,1.9829648,test,1.6928216,0.1388888888888889,gumbel_soft
1,1.6069742,train,1.4590949,0.285140562248996,gumbel_soft
1,1.6069742,val,1.4492546,0.2903225806451613,gumbel_soft
1,1.6069742,test,1.6477745,0.25,gumbel_soft
2,1.4625136,train,1.3954917,0.3172690763052209,gumbel_soft
2,1.4625136,val,1.298319,0.3225806451612903,gumbel_soft
2,1.4625136,test,1.7520297,0.25,gumbel_soft
3,1.4417279,train,1.3521781,0.3654618473895582,gumbel_soft
3,1.4417279,val,1.2470518,0.25806451612903225,gumbel_soft
3,1.4417279,test,1.8305045,0.2777777777777778,gumbel_soft
4,1.3915869,train,1.3359457,0.36947791164658633,gumbel_soft
4,1.3915869,val,1.1156844,0.45161290322580644,gumbel_soft
4,1.3915869,test,1.8321803,0.25,gumbel_soft
5,1.3157208,train,1.2889915,0.43373493975903615,gumbel_soft
5,1.3157208,val,1.0665058,0.4838709677419355,gumbel_soft
5,1.3157208,test,1.868785,0.3333333333333333,gumbel_soft
6,1.2753968,train,1.2225959,0.5261044176706827,gumbel_soft
6,1.2753968,val,1.0484024,0.5161290322580645,gumbel_soft
6,1.2753968,test,1.8276632,0.3333333333333333,gumbel_soft
7,1.2724308,train,1.2168443,0.5261044176706827,gumbel_soft
7,1.2724308,val,0.96978927,0.7419354838709677,gumbel_soft
7,1.2724308,test,1.8886864,0.19444444444444445,gumbel_soft
8,1.1523725,train,1.140354,0.5662650602409639,gumbel_soft
8,1.1523725,val,0.92033476,0.8709677419354839,gumbel_soft
8,1.1523725,test,1.7487296,0.3055555555555556,gumbel_soft
9,1.1310135,train,1.0900435,0.5783132530120482,gumbel_soft
9,1.1310135,val,1.0058947,0.6129032258064516,gumbel_soft
9,1.1310135,test,1.5442562,0.4444444444444444,gumbel_soft
10,1.0342963,train,0.990466,0.6024096385542169,gumbel_soft
10,1.0342963,val,0.91952467,0.8387096774193549,gumbel_soft
10,1.0342963,test,1.3537109,0.5833333333333334,gumbel_soft
11,1.0389888,train,0.92300904,0.6506024096385542,gumbel_soft
11,1.0389888,val,0.9700992,0.6774193548387096,gumbel_soft
11,1.0389888,test,1.2047596,0.5833333333333334,gumbel_soft
12,0.97931844,train,0.9684802,0.6385542168674698,gumbel_soft
12,0.97931844,val,0.8543859,0.8387096774193549,gumbel_soft
12,0.97931844,test,1.0573171,0.6944444444444444,gumbel_soft
13,0.94329786,train,0.8996843,0.7309236947791165,gumbel_soft
13,0.94329786,val,0.8738516,0.8709677419354839,gumbel_soft
13,0.94329786,test,1.15749,0.6111111111111112,gumbel_soft
14,0.89112836,train,0.82582533,0.7751004016064257,gumbel_soft
14,0.89112836,val,0.7799744,0.9354838709677419,gumbel_soft
14,0.89112836,test,0.9864706,0.6666666666666666,gumbel_soft
15,0.9689939,train,0.9527954,0.6546184738955824,gumbel_soft
15,0.9689939,val,0.6329114,0.9354838709677419,gumbel_soft
15,0.9689939,test,0.8719925,0.6944444444444444,gumbel_soft
16,0.97272396,train,0.82397664,0.6265060240963856,gumbel_soft
16,0.97272396,val,0.6646889,0.8064516129032258,gumbel_soft
16,0.97272396,test,0.92439115,0.6111111111111112,gumbel_soft
17,0.8267407,train,0.77741724,0.7188755020080321,gumbel_soft
17,0.8267407,val,0.6077262,1.0,gumbel_soft
17,0.8267407,test,0.99747324,0.6388888888888888,gumbel_soft
18,0.7784309,train,0.671741,0.7710843373493976,gumbel_soft
18,0.7784309,val,0.51592267,0.967741935483871,gumbel_soft
18,0.7784309,test,0.947554,0.6666666666666666,gumbel_soft
19,0.6830765,train,0.7052742,0.7991967871485943,gumbel_soft
19,0.6830765,val,0.60643023,0.967741935483871,gumbel_soft
19,0.6830765,test,1.1165383,0.6388888888888888,gumbel_soft
20,0.69799066,train,0.8826394,0.6746987951807228,gumbel_soft
20,0.69799066,val,0.84971887,0.6774193548387096,gumbel_soft
20,0.69799066,test,1.096625,0.5833333333333334,gumbel_soft
21,0.9216497,train,0.7842384,0.7469879518072289,gumbel_soft
21,0.9216497,val,0.76139027,0.7096774193548387,gumbel_soft
21,0.9216497,test,1.605241,0.2777777777777778,gumbel_soft
22,0.94250965,train,0.6280679,0.7831325301204819,gumbel_soft
22,0.94250965,val,0.48698017,0.8709677419354839,gumbel_soft
22,0.94250965,test,0.8030505,0.7222222222222222,gumbel_soft
23,0.66706157,train,0.6872438,0.6465863453815262,gumbel_soft
23,0.66706157,val,0.5552291,0.8709677419354839,gumbel_soft
23,0.66706157,test,0.8709839,0.6944444444444444,gumbel_soft
24,0.675252,train,0.67734474,0.7469879518072289,gumbel_soft
24,0.675252,val,0.41538632,0.9354838709677419,gumbel_soft
24,0.675252,test,0.70827484,0.7222222222222222,gumbel_soft
25,0.70203763,train,0.70221347,0.6586345381526104,gumbel_soft
25,0.70203763,val,0.5470264,0.9354838709677419,gumbel_soft
25,0.70203763,test,0.6743946,0.7222222222222222,gumbel_soft
26,0.6470633,train,0.6395642,0.6827309236947792,gumbel_soft
26,0.6470633,val,0.32556197,0.9354838709677419,gumbel_soft
26,0.6470633,test,0.69098395,0.7222222222222222,gumbel_soft
27,0.59367806,train,0.61378413,0.7751004016064257,gumbel_soft
27,0.59367806,val,0.35005152,0.967741935483871,gumbel_soft
27,0.59367806,test,0.6418718,0.75,gumbel_soft
28,0.57375723,train,0.603496,0.7871485943775101,gumbel_soft
28,0.57375723,val,0.31772995,1.0,gumbel_soft
28,0.57375723,test,0.6585035,0.7222222222222222,gumbel_soft
29,0.5526051,train,0.4746774,0.8192771084337349,gumbel_soft
29,0.5526051,val,0.5822429,0.8709677419354839,gumbel_soft
29,0.5526051,test,0.8146963,0.6944444444444444,gumbel_soft
30,0.5313615,train,0.549921,0.8032128514056225,gumbel_soft
30,0.5313615,val,0.39904904,1.0,gumbel_soft
30,0.5313615,test,0.5356251,0.7777777777777778,gumbel_soft
31,0.5930868,train,0.4565121,0.8473895582329317,gumbel_soft
31,0.5930868,val,0.3145351,1.0,gumbel_soft
31,0.5930868,test,0.5339554,0.75,gumbel_soft
32,0.5205605,train,0.42595333,0.8514056224899599,gumbel_soft
32,0.5205605,val,0.3427671,0.9032258064516129,gumbel_soft
32,0.5205605,test,0.6558409,0.75,gumbel_soft
33,0.46428996,train,0.37503594,0.8714859437751004,gumbel_soft
33,0.46428996,val,0.34177408,0.967741935483871,gumbel_soft
33,0.46428996,test,0.46525216,0.8333333333333334,gumbel_soft
34,0.37154236,train,0.4279377,0.8273092369477911,gumbel_soft
34,0.37154236,val,0.4000175,0.9032258064516129,gumbel_soft
34,0.37154236,test,0.58360255,0.7222222222222222,gumbel_soft
35,0.43082234,train,0.47630048,0.7590361445783133,gumbel_soft
35,0.43082234,val,0.23985572,1.0,gumbel_soft
35,0.43082234,test,0.47761735,0.75,gumbel_soft
36,0.4653809,train,0.39264643,0.8393574297188755,gumbel_soft
36,0.4653809,val,0.4212925,0.9032258064516129,gumbel_soft
36,0.4653809,test,0.5275122,0.75,gumbel_soft
37,0.5980452,train,0.46178323,0.7791164658634538,gumbel_soft
37,0.5980452,val,0.4385731,0.9354838709677419,gumbel_soft
37,0.5980452,test,0.40259147,0.8333333333333334,gumbel_soft
38,0.41273654,train,0.32264543,0.8634538152610441,gumbel_soft
38,0.41273654,val,0.31923243,0.9354838709677419,gumbel_soft
38,0.41273654,test,0.4052549,0.7777777777777778,gumbel_soft
39,0.3424753,train,0.32693774,0.9196787148594378,gumbel_soft
39,0.3424753,val,0.27686748,0.967741935483871,gumbel_soft
39,0.3424753,test,0.4861603,0.7777777777777778,gumbel_soft
40,0.32536745,train,0.2748763,0.8795180722891566,gumbel_soft
40,0.32536745,val,0.2295987,0.967741935483871,gumbel_soft
40,0.32536745,test,0.4161375,0.75,gumbel_soft
41,0.37777117,train,0.36123776,0.891566265060241,gumbel_soft
41,0.37777117,val,0.1741578,1.0,gumbel_soft
41,0.37777117,test,0.3494647,0.8888888888888888,gumbel_soft
42,0.27957237,train,0.20486751,0.9357429718875502,gumbel_soft
42,0.27957237,val,0.16968907,1.0,gumbel_soft
42,0.27957237,test,0.28023845,0.8888888888888888,gumbel_soft
43,0.2603373,train,0.22578874,0.927710843373494,gumbel_soft
43,0.2603373,val,0.12411969,1.0,gumbel_soft
43,0.2603373,test,0.4903514,0.8055555555555556,gumbel_soft
44,0.3111114,train,0.3339274,0.8955823293172691,gumbel_soft
44,0.3111114,val,0.33637878,0.9354838709677419,gumbel_soft
44,0.3111114,test,0.38105035,0.8333333333333334,gumbel_soft
45,0.38141048,train,0.27403498,0.9598393574297188,gumbel_soft
45,0.38141048,val,0.15896912,0.967741935483871,gumbel_soft
45,0.38141048,test,0.25353864,0.9166666666666666,gumbel_soft
46,0.22704676,train,0.2185529,0.9477911646586346,gumbel_soft
46,0.22704676,val,0.12982725,1.0,gumbel_soft
46,0.22704676,test,0.20702241,0.8888888888888888,gumbel_soft
47,0.29319334,train,0.24824333,0.9076305220883534,gumbel_soft
47,0.29319334,val,0.3189331,0.967741935483871,gumbel_soft
47,0.29319334,test,0.18828419,0.9722222222222222,gumbel_soft
48,0.7748225,train,0.20514393,0.927710843373494,gumbel_soft
48,0.7748225,val,0.12966035,1.0,gumbel_soft
48,0.7748225,test,0.36217967,0.8055555555555556,gumbel_soft
49,0.16876607,train,0.18906786,0.927710843373494,gumbel_soft
49,0.16876607,val,0.06851647,1.0,gumbel_soft
49,0.16876607,test,0.19725132,0.9166666666666666,gumbel_soft
50,0.23145905,train,0.23314446,0.8955823293172691,gumbel_soft
50,0.23145905,val,0.1246151,1.0,gumbel_soft
50,0.23145905,test,0.17564306,0.8888888888888888,gumbel_soft
51,0.15428539,train,0.21347745,0.9236947791164659,gumbel_soft
51,0.15428539,val,0.10325191,0.967741935483871,gumbel_soft
51,0.15428539,test,0.22407249,0.8611111111111112,gumbel_soft
52,0.23236683,train,0.16554846,0.9437751004016064,gumbel_soft
52,0.23236683,val,0.08464977,1.0,gumbel_soft
52,0.23236683,test,0.28678092,0.8888888888888888,gumbel_soft
53,0.17725542,train,0.20832653,0.9357429718875502,gumbel_soft
53,0.17725542,val,0.21332526,0.9354838709677419,gumbel_soft
53,0.17725542,test,0.19106267,0.8888888888888888,gumbel_soft
54,0.19822812,train,0.1933029,0.9116465863453815,gumbel_soft
54,0.19822812,val,0.06544807,1.0,gumbel_soft
54,0.19822812,test,0.10706454,0.9444444444444444,gumbel_soft
55,0.17344023,train,0.24491633,0.8995983935742972,gumbel_soft
55,0.17344023,val,0.083314806,1.0,gumbel_soft
55,0.17344023,test,0.17384537,0.8888888888888888,gumbel_soft
56,0.17982207,train,0.14107156,0.963855421686747,gumbel_soft
56,0.17982207,val,0.1403722,0.967741935483871,gumbel_soft
56,0.17982207,test,0.1606177,0.9444444444444444,gumbel_soft
57,0.12898837,train,0.12543176,0.9759036144578314,gumbel_soft
57,0.12898837,val,0.097134866,0.967741935483871,gumbel_soft
57,0.12898837,test,0.14125244,0.9444444444444444,gumbel_soft
58,0.1389221,train,0.16299275,0.963855421686747,gumbel_soft
58,0.1389221,val,0.1371346,0.967741935483871,gumbel_soft
58,0.1389221,test,0.1277416,0.9444444444444444,gumbel_soft
59,0.14572272,train,0.16245916,0.9477911646586346,gumbel_soft
59,0.14572272,val,0.23007615,0.9354838709677419,gumbel_soft
59,0.14572272,test,0.17489545,0.9444444444444444,gumbel_soft
60,0.3210504,train,0.09931313,0.9879518072289156,gumbel_soft
60,0.3210504,val,0.15310238,0.967741935483871,gumbel_soft
60,0.3210504,test,0.5310145,0.75,gumbel_soft
61,0.12621412,train,0.13673536,0.9759036144578314,gumbel_soft
61,0.12621412,val,0.27891633,0.9032258064516129,gumbel_soft
