epoch,epoch_loss,split,loss,acc,sample_fn
0,2.0604563,train,1.1108356,0.6789382716049382,gumbel_soft
0,2.0604563,val,1.1202456,0.6672222222222223,gumbel_soft
0,2.0604563,test,1.1465437,0.6836,gumbel_soft
1,0.81474,train,0.66212755,0.6980864197530864,gumbel_soft
1,0.81474,val,0.6656626,0.6945555555555556,gumbel_soft
1,0.81474,test,0.66242677,0.6971,gumbel_soft
2,0.6469449,train,0.6347523,0.7061728395061728,gumbel_soft
2,0.6469449,val,0.6402652,0.6997777777777778,gumbel_soft
2,0.6469449,test,0.6312017,0.7094,gumbel_soft
3,0.6315305,train,0.62397707,0.7038641975308642,gumbel_soft
3,0.6315305,val,0.6337541,0.6932222222222222,gumbel_soft
3,0.6315305,test,0.6226556,0.7048,gumbel_soft
4,0.6225043,train,0.61581933,0.7113827160493827,gumbel_soft
4,0.6225043,val,0.62340724,0.7003333333333334,gumbel_soft
4,0.6225043,test,0.6168587,0.7118,gumbel_soft
5,0.6063726,train,0.58940536,0.7357283950617284,gumbel_soft
5,0.6063726,val,0.5953974,0.726,gumbel_soft
5,0.6063726,test,0.5862285,0.7357,gumbel_soft
6,0.56622213,train,0.5384164,0.7650617283950617,gumbel_soft
6,0.56622213,val,0.55434626,0.7545555555555555,gumbel_soft
6,0.56622213,test,0.5228246,0.7721,gumbel_soft
7,0.5196738,train,0.48993918,0.7905308641975308,gumbel_soft
7,0.5196738,val,0.5115464,0.7764444444444445,gumbel_soft
7,0.5196738,test,0.48463,0.7894,gumbel_soft
8,0.4777047,train,0.48936704,0.7862592592592592,gumbel_soft
8,0.4777047,val,0.49792737,0.7726666666666666,gumbel_soft
8,0.4777047,test,0.5296282,0.7606,gumbel_soft
9,0.4669753,train,0.45612076,0.8081481481481482,gumbel_soft
9,0.4669753,val,0.45469517,0.804,gumbel_soft
9,0.4669753,test,0.41070724,0.8443,gumbel_soft
10,0.4705033,train,0.45243877,0.7997530864197531,gumbel_soft
10,0.4705033,val,0.51531905,0.7706666666666667,gumbel_soft
10,0.4705033,test,0.4298216,0.8083,gumbel_soft
11,0.46170127,train,0.46175414,0.7959259259259259,gumbel_soft
11,0.46170127,val,0.44142544,0.8062222222222222,gumbel_soft
11,0.46170127,test,0.48907712,0.7761,gumbel_soft
12,0.4492898,train,0.43967015,0.8078518518518518,gumbel_soft
12,0.4492898,val,0.48274407,0.7767777777777778,gumbel_soft
12,0.4492898,test,0.41270941,0.8271,gumbel_soft
13,0.43039837,train,0.42105854,0.816358024691358,gumbel_soft
13,0.43039837,val,0.46991748,0.7874444444444444,gumbel_soft
13,0.43039837,test,0.455261,0.8049,gumbel_soft
14,0.43813062,train,0.4230423,0.8165679012345679,gumbel_soft
14,0.43813062,val,0.4356199,0.8074444444444444,gumbel_soft
14,0.43813062,test,0.36499134,0.8562,gumbel_soft
15,0.3970169,train,0.39953583,0.8241604938271605,gumbel_soft
15,0.3970169,val,0.44595513,0.8023333333333333,gumbel_soft
15,0.3970169,test,0.41378102,0.8178,gumbel_soft
16,0.38226268,train,0.38708386,0.8306296296296296,gumbel_soft
16,0.38226268,val,0.39871737,0.8268888888888889,gumbel_soft
16,0.38226268,test,0.40647084,0.812,gumbel_soft
17,0.38883147,train,0.36771557,0.8477654320987654,gumbel_soft
17,0.38883147,val,0.36884555,0.8418888888888889,gumbel_soft
17,0.38883147,test,0.40094256,0.8266,gumbel_soft
18,0.3590823,train,0.34926534,0.8570493827160494,gumbel_soft
18,0.3590823,val,0.34733123,0.852,gumbel_soft
18,0.3590823,test,0.3325321,0.8644,gumbel_soft
19,0.3488368,train,0.34820622,0.8552345679012345,gumbel_soft
19,0.3488368,val,0.34909406,0.8508888888888889,gumbel_soft
19,0.3488368,test,0.37151855,0.8418,gumbel_soft
20,0.33264142,train,0.33210263,0.8622592592592593,gumbel_soft
20,0.33264142,val,0.29898363,0.8817777777777778,gumbel_soft
20,0.33264142,test,0.29686156,0.8714,gumbel_soft
21,0.31935966,train,0.31748992,0.870567901234568,gumbel_soft
21,0.31935966,val,0.274775,0.8942222222222223,gumbel_soft
21,0.31935966,test,0.29775083,0.8853,gumbel_soft
22,0.32294753,train,0.32072133,0.8684320987654321,gumbel_soft
22,0.32294753,val,0.3161689,0.872,gumbel_soft
22,0.32294753,test,0.3137087,0.8693,gumbel_soft
23,0.2976428,train,0.294656,0.8831975308641975,gumbel_soft
23,0.2976428,val,0.3322222,0.8644444444444445,gumbel_soft
23,0.2976428,test,0.30304408,0.8728,gumbel_soft
24,0.29434812,train,0.28043494,0.8893827160493827,gumbel_soft
24,0.29434812,val,0.28318906,0.8855555555555555,gumbel_soft
24,0.29434812,test,0.2651579,0.8956,gumbel_soft
25,0.2888362,train,0.2848951,0.8859506172839506,gumbel_soft
25,0.2888362,val,0.25465235,0.899,gumbel_soft
25,0.2888362,test,0.2682024,0.8945,gumbel_soft
26,0.26691905,train,0.26937076,0.8947654320987655,gumbel_soft
26,0.26691905,val,0.2835474,0.8902222222222222,gumbel_soft
26,0.26691905,test,0.27534783,0.8904,gumbel_soft
27,0.2883262,train,0.26332736,0.8957283950617284,gumbel_soft
27,0.2883262,val,0.26040447,0.8946666666666667,gumbel_soft
27,0.2883262,test,0.24754624,0.9068,gumbel_soft
28,0.2747832,train,0.25992256,0.8980864197530865,gumbel_soft
28,0.2747832,val,0.25931463,0.8992222222222223,gumbel_soft
28,0.2747832,test,0.2614759,0.8991,gumbel_soft
29,0.25891212,train,0.24726476,0.9038518518518519,gumbel_soft
29,0.25891212,val,0.25178796,0.9045555555555556,gumbel_soft
29,0.25891212,test,0.22191168,0.9162,gumbel_soft
30,0.25442407,train,0.24531971,0.9066543209876543,gumbel_soft
30,0.25442407,val,0.27228728,0.8973333333333333,gumbel_soft
30,0.25442407,test,0.22081858,0.92,gumbel_soft
31,0.23822597,train,0.23206978,0.9127530864197531,gumbel_soft
31,0.23822597,val,0.25695705,0.899,gumbel_soft
31,0.23822597,test,0.26355645,0.8999,gumbel_soft
32,0.22429407,train,0.219684,0.917320987654321,gumbel_soft
32,0.22429407,val,0.23489365,0.9068888888888889,gumbel_soft
32,0.22429407,test,0.24766861,0.9063,gumbel_soft
33,0.22701356,train,0.21743795,0.9173703703703704,gumbel_soft
33,0.22701356,val,0.22656594,0.9142222222222223,gumbel_soft
33,0.22701356,test,0.20270267,0.9259,gumbel_soft
34,0.20796354,train,0.21405675,0.9180246913580247,gumbel_soft
34,0.20796354,val,0.2162397,0.9171111111111111,gumbel_soft
34,0.20796354,test,0.2104883,0.9221,gumbel_soft
35,0.20557764,train,0.19863504,0.9262469135802469,gumbel_soft
35,0.20557764,val,0.20365292,0.9247777777777778,gumbel_soft
35,0.20557764,test,0.23203282,0.9162,gumbel_soft
36,0.19798735,train,0.18920447,0.9282962962962963,gumbel_soft
36,0.19798735,val,0.20886081,0.9182222222222223,gumbel_soft
36,0.19798735,test,0.18456817,0.9321,gumbel_soft
37,0.18819049,train,0.18462728,0.9308765432098766,gumbel_soft
37,0.18819049,val,0.17966153,0.9293333333333333,gumbel_soft
37,0.18819049,test,0.18278469,0.9346,gumbel_soft
38,0.18626326,train,0.17363498,0.9344320987654321,gumbel_soft
38,0.18626326,val,0.18335421,0.9303333333333333,gumbel_soft
38,0.18626326,test,0.19409241,0.9278,gumbel_soft
