feature,value,0,1,100000,105000,2,3,4,5,60000,65000,70000,75000,80000,85000,90000,95000
attn_0_0_outputs,0,0.41436565,0.270204,-0.8286412,-0.1907298,0.55191815,0.3114208,-0.6944504,-0.75186336,0.3477925,0.31359285,-0.22644345,-0.055119034,0.6668203,0.058579966,-0.016719028,-0.33695298
attn_0_0_outputs,1,5.986302,-0.15938099,-6.126142,-4.229465,-0.2379968,-3.2055364,-0.68724567,-0.9929269,0.5227278,1.4412906,-0.19271727,-1.068129,1.8305218,0.5919005,-1.6594598,-3.8365395
attn_0_0_outputs,10,0.5824641,0.32862186,-1.9153227,-0.94751453,0.60470784,0.030210897,0.50618017,-0.46815535,0.9363452,0.80491114,0.99257493,1.0481465,0.012076058,0.02235344,-1.2320615,-1.8952755
attn_0_0_outputs,11,-7.742539,-8.20824,0.20957209,-3.8424423,-7.073659,-7.342931,-11.991168,-11.584111,1.5558057,2.3072152,3.1654487,3.1958144,-0.24473241,0.7966415,1.0789247,2.3005977
attn_0_0_outputs,12,-0.8320607,-0.93679345,0.029085826,-0.16340323,-1.1318502,-1.2039456,-0.005091392,1.0455563,0.12414524,1.4847739,0.23468846,1.2660329,-0.20590945,-0.603555,0.9663378,1.2965779
attn_0_0_outputs,13,-1.0520897,-0.75252587,-0.39333287,-0.35006624,-1.0798873,-1.106056,0.28241107,1.5836416,0.79892516,1.2751697,0.47024933,1.1990511,0.62652206,-0.97282314,0.5559722,1.1317867
attn_0_0_outputs,2,-0.32753912,6.4440646,-6.901625,-4.407192,-0.72861713,-0.8865014,-1.8571993,-1.1737926,0.37865275,2.9843476,-0.25599626,-1.9465411,2.4613988,0.65332526,-2.5989044,-4.996084
attn_0_0_outputs,3,-0.46044075,-0.6808211,-4.980687,-3.5524383,5.715897,-1.6922833,-1.7396743,-1.0925819,0.17879803,1.5232437,-0.30918756,-1.4924804,2.0171626,0.81920034,-1.3779842,-3.5904377
attn_0_0_outputs,4,-1.764072,-0.9044873,-5.702922,-3.7223697,-2.0368104,5.6893125,-0.9900261,-0.82501286,0.5196803,1.9612689,0.0853421,-0.8195711,2.2029817,0.98701954,-1.2787917,-3.430965
attn_0_0_outputs,5,-0.72935295,-1.7168933,-9.882618,-5.445339,-1.293924,-1.2082658,8.391739,-0.3307066,1.082138,5.481509,1.3885899,-0.7509933,3.2359722,0.7098922,-3.1500692,-6.2136135
attn_0_0_outputs,6,-1.1703217,-1.6822358,-6.9477463,-5.0912137,-1.5652597,-1.0789844,-1.9440945,5.915713,1.1665794,3.5517166,1.3977041,-0.5102038,2.2147279,0.7763576,-1.6934023,-3.978064
attn_0_0_outputs,7,0.4089068,0.34723362,-1.643046,-0.9466413,0.6138692,0.5255708,0.53058547,-0.08310407,1.5910239,1.0960829,1.1087465,1.0497289,-0.23839572,-0.39628226,-1.0397437,-1.9338187
attn_0_0_outputs,8,0.18650487,-0.068265535,-1.847952,-1.0557121,0.025720034,-0.23204365,-0.3716278,-0.4077101,1.1593689,0.23483853,0.92630816,1.2206124,-0.5119751,-0.50626886,-0.68024886,-1.979369
attn_0_0_outputs,9,0.028737986,-0.01590912,-1.5486168,-0.9177741,0.25670865,0.07400824,0.042406503,-0.058876324,0.8502038,0.39867672,0.9227901,1.526252,0.109604046,-0.17660785,-0.8509822,-1.3054668
attn_1_0_outputs,0,0.56653863,0.3920945,-0.15354027,-0.6868585,0.26158345,0.021089533,-0.48684165,-0.06586885,-0.21333571,-0.24487036,-0.08601189,-0.1929177,0.16249287,0.047020305,-0.06065177,-0.14742847
attn_1_0_outputs,1,-2.0285163,-1.4520719,0.0988724,-0.29830885,-1.5306296,-1.6409891,-2.4494114,-1.4586291,-4.7708793,1.9483418,0.7763929,-3.4291043,2.0004215,1.9420952,0.6634748,0.16273953
