feature,value,1,10,11,12,2,3,4,5,6,7,8,9,<PAD>
attn_0_0_outputs,1,1.6470318,-1.4053228,-1.6574554,-1.4250664,1.3416378,0.93789274,0.055176422,0.049984347,-0.034228332,-0.6704337,-0.73804444,-1.0392568,1.3777283
attn_0_0_outputs,10,-0.24137458,5.6080384,5.965679,4.5426717,-0.11531413,-0.71345705,-0.8582517,-0.40550128,-1.4694432,-1.8423645,-3.400153,-9.278035,2.5210736
attn_0_0_outputs,11,-0.8379263,-11.35363,6.452674,5.129575,-0.48567933,-0.20100705,0.041211564,0.27276787,-0.11854338,-0.944851,-0.8451654,-4.6673813,4.3103285
attn_0_0_outputs,12,-0.5126359,-3.7272136,-7.820992,4.934552,-0.30217105,-0.070903346,0.71442807,0.32133263,0.31491262,-0.14758587,-0.0049764393,-1.5967029,4.981127
attn_0_0_outputs,2,-3.550213,-1.0820675,-1.5125381,-0.9338009,1.7891798,1.7342231,0.7526737,0.20589319,0.35105076,-0.43937188,-0.0022345218,-0.7643272,0.6347206
attn_0_0_outputs,3,-2.793258,-1.0229533,-1.2527477,-0.96475565,-7.5248547,2.5675197,2.7233481,1.0631458,0.28053194,0.032537464,-0.050425176,-0.8723106,1.4631512
attn_0_0_outputs,4,-3.3776407,-0.8231648,-1.3862836,-1.7019024,-6.6047506,-11.887055,3.6043546,2.739768,2.1489704,2.716446,1.0916748,-0.14543775,0.71825516
attn_0_0_outputs,5,-1.9704281,-0.65327084,-1.0131869,-0.46407443,-2.5581145,-3.92767,-9.987884,2.532648,3.0518596,2.7414305,1.0986854,-0.01758247,3.502055
attn_0_0_outputs,6,-5.0758023,0.26315698,-0.9669642,-1.5463536,-5.579947,-6.4762783,-8.101777,-12.792294,4.183767,4.2883277,2.2786326,0.73330534,0.22984284
attn_0_0_outputs,7,-0.754222,1.8405985,0.99465185,2.6348748,-0.7245459,-2.5500526,-3.8135753,-4.6679945,-8.089855,1.7758367,3.772162,3.06498,2.0967865
attn_0_0_outputs,8,-0.97888607,3.2969372,3.0572977,1.3384621,-0.76512843,-1.915598,-2.4540005,-4.92614,-6.3084803,-10.1684265,4.134485,3.874934,1.2226442
attn_0_0_outputs,9,-0.8438586,4.671131,4.160873,4.1270757,-0.7770466,-1.345872,-1.9658482,-1.9845746,-2.7160895,-3.625948,-9.447176,4.277092,3.679177
attn_0_0_outputs,<BOS>,1.9848459,-5.1692877,-7.042405,-3.2478917,3.036159,2.684084,2.029866,1.7199951,-3.484927,-1.7824299,-3.6675785,-4.241767,-1.1713786
attn_0_0_outputs,<EOS>,-0.012336908,0.68119603,0.28725138,-0.17469487,0.27358586,-0.34913883,-0.4849014,0.028490013,0.2537675,-0.001456276,0.480015,-0.20459503,0.039893888
attn_0_0_outputs,<pad>,-0.21580513,-0.48529658,0.26613235,0.3229643,-0.4959775,-0.09473609,0.45335573,0.24878359,0.30636013,-0.016497867,0.091916166,-0.7985763,-0.5905443
attn_0_0_outputs,_,-1.0997412,1.6600815,1.0395008,0.8981166,-0.9214364,-0.6763911,-1.8636115,-1.1960561,-1.1088562,-0.3140483,1.4404444,1.1522449,-1.2501831
attn_0_0_outputs,_,-0.2683736,1.409751,1.7355651,0.22877401,-0.8759663,-0.94855237,-1.355513,-1.2771764,-0.86755764,-0.26838455,0.9485675,1.164353,-0.7318519
attn_0_1_outputs,1,2.6950955,-1.1429175,-1.402548,-0.8560649,2.2798944,1.1338942,-0.33585465,0.31590495,0.076143876,-0.4843616,-0.7937676,-1.0380971,0.86454546
attn_0_1_outputs,10,-0.5310655,10.580493,4.9952374,0.6182186,-0.028398989,-0.42363957,-0.54540116,-1.0098575,-4.2413,-3.7262895,-7.1423364,-13.668132,5.299257
attn_0_1_outputs,11,-0.38317814,-15.337229,10.039323,7.78893,0.29351166,-0.12599297,0.026354987,-0.20060495,-2.1303449,-1.3308182,-4.700908,-6.7799788,2.669641
attn_0_1_outputs,12,-0.28759706,-5.5032578,-11.821489,9.486933,-0.25564036,-0.10884282,-0.08772414,-0.022419136,-0.114974216,-0.2605024,-1.3747015,-2.5437057,5.733327
attn_0_1_outputs,2,-4.1723604,-1.2594882,-1.1572775,-1.2336016,0.28158507,4.6098037,1.6075132,0.45356986,-0.5672371,-0.6185127,-0.79519963,-1.2170634,0.92221606
attn_0_1_outputs,3,-3.2131839,-0.92177564,-1.2793733,-1.4090534,-9.309948,1.4377623,4.832762,1.399532,-0.19224206,-0.15018955,-0.75133693,-1.2181756,0.9978407
attn_0_1_outputs,4,-2.0272346,-1.5237631,-1.2414249,-1.1557331,-5.4564376,-9.737738,3.2401276,4.9209404,1.0133317,1.4695629,-0.07408449,-0.6525002,2.0096767
attn_0_1_outputs,5,-1.7979854,-1.5935844,-1.173224,-0.842045,-3.4204724,-4.557716,-9.845914,3.1225328,4.038494,1.6234453,1.788963,-0.634583,2.1227279
attn_0_1_outputs,6,-1.4500579,-0.5491807,-0.8427525,-1.6503407,-1.989286,-2.9768543,-5.5737343,-9.575609,2.0856087,5.206098,2.7472348,2.807689,1.7619112
attn_0_1_outputs,7,-0.6807525,3.0715277,0.5220451,-1.6397089,-1.5679744,-2.3465056,-4.4842687,-5.3308935,-8.302754,4.185518,3.6761308,2.2883344,0.65656066
attn_0_1_outputs,8,-0.8211179,1.621029,2.0174258,1.8986024,-0.14358988,-1.1825476,-3.0311928,-4.086592,-5.8065476,-8.438904,6.7715826,2.2477653,2.6738398
attn_0_1_outputs,9,-0.9054472,1.9820955,0.08653157,0.91087294,-0.54773796,-1.6311222,-0.7978715,-1.5805137,-3.1989393,-4.246694,-8.373762,6.51282,2.8555045
attn_0_1_outputs,<BOS>,0.8102784,-1.0363756,-2.0393212,-3.4313042,1.1750231,0.9674156,0.54531896,0.26447186,-0.29253137,0.37552956,-1.3931324,-1.2971207,-0.8906862
attn_0_1_outputs,<EOS>,-1.597356,0.9193244,1.8198253,-0.1685648,0.95381385,0.7373502,-0.18394528,0.354487,-0.3096204,-0.30418184,-0.6850832,-0.2510591,-1.5796868
attn_0_1_outputs,<pad>,-0.99311006,-0.6809967,-0.5294854,0.017750172,1.5337068,-0.10223304,1.1657983,1.2117844,0.6918915,0.7669447,-0.893029,-1.4939699,-0.1100972
attn_0_1_outputs,_,-1.1016712,1.7185036,1.3446999,0.91392267,-1.4568783,-0.86155766,-0.26972693,-1.7332164,0.21724993,1.4818377,1.68714,-0.032947678,-0.71563226
attn_0_1_outputs,_,-0.48199427,2.219584,1.557529,0.24087407,-0.6129554,-1.2117516,-1.3027403,-1.0697361,-1.0070398,0.49699295,0.3349272,1.1127126,-0.72099006
attn_1_0_outputs,1,2.0409021,-0.920874,-1.6117277,-1.4066882,1.5089847,-0.28580815,-0.7989781,1.9077636,0.21147203,-0.84401286,-0.3891396,-0.834721,-0.30255553
attn_1_0_outputs,10,-0.59039414,8.661193,8.639959,6.5596676,-0.50405526,-0.10424,-0.5964443,-0.609548,-1.1750276,-2.0256734,-5.031501,-19.899988,6.2832894
attn_1_0_outputs,11,-0.47486418,-17.121813,8.937713,7.3324714,0.009612692,0.02525571,-0.09506592,-0.25818083,0.107875824,-0.57352126,-1.4161313,-6.448693,6.7756915
attn_1_0_outputs,12,-0.7060029,-6.1293807,-13.44578,9.11251,0.022201465,0.023151616,-0.19067283,-0.06761428,0.36622974,0.008261851,-0.8434255,-2.2892118,6.2799654
attn_1_0_outputs,2,-5.3204923,-1.2569683,-1.3380269,-1.0696055,3.3979,2.429096,0.9235834,0.7302872,0.2998693,-0.20088096,-0.4281998,-1.4481063,0.67348963
attn_1_0_outputs,3,-4.1332955,-2.4237616,-2.4620843,-1.2444235,-10.890813,2.418992,3.1132443,3.4918044,2.990008,-1.0265205,-1.4105508,-2.4699538,-0.13364963
attn_1_0_outputs,4,-2.3896153,-1.3123854,-2.607242,-1.3262272,-4.2964463,-10.112548,2.8779228,3.987879,3.53834,0.34491223,-0.27435163,-3.12832,1.0591085
attn_1_0_outputs,5,-3.1028473,-4.830111,-8.616711,-4.3232203,-3.9205813,-4.748473,-8.937115,5.1370463,6.022796,-1.8251938,0.6749203,-7.605374,-0.32807705
attn_1_0_outputs,6,-1.0611682,-1.7464044,-3.5958354,-1.7476401,-1.5105696,-2.0870445,-3.8954008,-11.575621,7.2767158,2.6899047,3.099998,-2.8616726,2.321476
attn_1_0_outputs,7,-0.31289548,4.767118,3.536835,0.67847884,-0.9574281,-1.694661,-3.3770778,-5.7816606,-14.435173,2.95726,6.6378517,5.553237,2.5720835
attn_1_0_outputs,8,-1.7891747,2.5874698,0.57799,0.38516998,-3.4044335,-2.6750548,-5.586178,-3.5232756,-6.577506,-9.696418,4.2854986,4.661891,-0.63311344
attn_1_0_outputs,9,-0.7494108,4.843544,4.009984,2.3772628,-1.5880107,-1.3976789,-1.9659386,-2.1034708,-3.3336806,-3.0508187,-11.590405,4.7022095,3.3615952
attn_1_0_outputs,<BOS>,0.9200918,-0.9265481,-0.44866002,-3.5773745,1.2247643,0.53207934,1.3604465,-0.8398848,-5.1534405,1.5444049,-0.44881985,3.7703946,2.62865
attn_1_0_outputs,<EOS>,0.7454473,0.8680181,-0.05041474,0.2229996,-1.9887245,-2.7088113,-0.26658934,1.6070734,1.8275089,-1.765582,1.5666023,-0.45638257,0.3877901
attn_1_0_outputs,<pad>,-0.75331587,-0.022479381,-0.24380207,0.1460693,-0.28113127,0.04269001,0.18645807,0.1427823,0.8127668,-0.041704275,0.25313017,-0.8835007,0.20970525
attn_1_0_outputs,_,-0.3880814,1.3671005,0.4812712,-0.024127087,-0.53993434,-1.7115341,-1.7144662,-1.407934,-0.61923337,0.022582319,1.0275592,1.2218735,-0.6675001
attn_1_0_outputs,_,-0.39716452,0.004045306,0.18649705,-0.35665816,-0.36183465,0.48295674,-0.8030759,-0.5265998,-1.0028667,-0.62979305,2.1841204,1.7991517,-0.27650815
attn_1_1_outputs,1,3.1349669,-1.3820369,-1.7173553,-1.2948401,2.371184,0.63431907,-1.0855465,0.6016953,0.107796445,-0.5750386,-0.5870424,-0.91988313,0.09866192
attn_1_1_outputs,10,-0.15168051,11.764691,7.2034817,2.6893053,0.125678,-0.19038257,-0.31161484,-0.72277075,-1.8337219,-2.0277848,-5.7448926,-19.502924,6.0459137
attn_1_1_outputs,11,-0.5273161,-21.338318,11.80961,8.802825,-0.25709632,-0.23945454,0.7453329,-0.08475445,-0.76080894,-1.0396584,-3.219565,-9.009548,6.658643
attn_1_1_outputs,12,-0.3657858,-7.6846366,-18.20879,15.097456,-0.30071574,-0.25202528,-0.027463632,0.4746281,0.2278207,-0.663424,-2.3695142,-3.207546,5.6578355
attn_1_1_outputs,2,-5.997692,-1.4674245,-1.1018124,-1.0343163,7.0732703,1.7948823,-1.5201914,0.33559886,0.46631032,-0.9190876,-1.2231443,0.049040627,1.1336131
attn_1_1_outputs,3,-4.153061,-1.6449958,-1.9872353,-0.25497743,-12.019135,6.064459,0.6323382,1.350562,0.67903966,-0.9829854,-1.1584593,-1.0034969,0.71218556
attn_1_1_outputs,4,-3.1094697,-0.9330476,-1.8275231,-1.2950802,-6.5992117,-12.635359,5.7899323,2.849717,3.179632,0.35620257,0.0692448,-0.7349945,1.560551
attn_1_1_outputs,5,-1.0331447,1.3819679,-0.8475691,-1.6601733,-2.031555,-3.6518857,-9.386993,3.843384,2.0719101,0.59812754,0.30959865,0.95743006,1.0082607
attn_1_1_outputs,6,-0.44738287,0.45213526,-0.7176886,-1.1884263,-1.9292799,-2.3009412,-4.586427,-11.833936,4.720989,3.3123426,-0.6329326,1.3927935,1.0761567
attn_1_1_outputs,7,-0.6959605,0.042928636,0.26781762,-0.44178358,-1.1337442,-1.6961871,-3.7864292,-6.778402,-15.008728,6.6287427,5.1603584,1.3678378,1.8142135
attn_1_1_outputs,8,-0.47019702,0.17291789,-0.7237595,-0.5489167,-0.8676837,-1.1832746,-2.5336597,-3.1274123,-4.6328225,-9.343239,7.3297315,2.1026921,3.041533
attn_1_1_outputs,9,-0.55906945,3.7472734,-0.08803768,-1.4419249,-1.0277363,-1.2306046,-1.8118548,-1.5272609,-3.9118273,-2.6732037,-13.570277,8.394608,5.1818666
attn_1_1_outputs,<BOS>,1.5380331,-0.8746343,-3.1539485,-2.7533126,1.2912909,0.51509434,0.31877887,0.37964404,0.47100496,-0.8526317,-0.59441096,-0.44445097,-0.869746
attn_1_1_outputs,<EOS>,-5.6598325,1.22475,1.8619893,-4.355247,-0.6163808,-0.4375087,-0.0032612027,0.18038267,0.62070656,-0.19785225,-0.0043185963,1.1582819,-2.8011084
